Category,Case Number,Crime Date and Time,Report Date,Incident Description,Residential Occurance,Disposition,Location,Lat V Lookup,Lon V Lookup,lat,lon
Harassing Communications,20140479,02/23/2014 - 9:21pm,2/23/2014,HARASSING COMMUNICATIONS/M,Yes,Open,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Robbery,2014030108,02/23/2014 - 2:00am,2/23/2014,ROBBERY 1ST/F,No,Closed - Lexington Police Report,695 WINNIE ST,38.036865,-84.511568,38.036865,-84.511568
Assault,CSA20140223,02/23/2014 - 4:45am,2/23/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140224,02/23/2014 - 10:35am,2/23/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140225,02/23/2014 - 11:30am,2/23/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140226,02/23/2014 - 9:20am,2/23/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,20140458,02/22/2014 - 12:10am,2/22/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,SOUTH LIMESTONE ST & PINE ST,38.042646,-84.502291,38.042646,-84.502291
Drug Violations,20140459,02/22/2014 - 12:10am,2/22/2014,POSS OF MARIJUANA/M X2,Yes,Citation issued,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
DUI,20140460,02/22/2014 - 2:49am,2/22/2014,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M,No,Cleared By Arrest,SOUTH LIMESTONE ST & ADMINISTRATION DR,38.040828,-84.504817,38.040828,-84.504817
Alcohol Intoxication,20140461,02/22/2014 - 3:10am,2/22/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,SOUTH LIMESTONE ST & ADMINISTRATION DR,38.040828,-84.504817,38.040828,-84.504817
Alcohol Intoxication,20140462,02/22/2014 - 5:18am,2/22/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,819 SOUTH LIMESTONE ST,#N/A,#N/A,#N/A,#N/A
Assault,CSA20140219,02/22/2014 - 5:40am,2/22/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20140220,02/22/2014 - 1:23pm,2/22/2014,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140221,02/22/2014 - 4:15pm,2/22/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140222,02/22/2014 - 5:25pm,2/22/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,20140490,02/22/2014 - 6:52pm,2/22/2014,ASSAULT 4TH (MINOR INJURY)/M,No,Closed - Cleared By Exception,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Alcohol Intoxication,2014027224,02/18/2014 - 8:05pm,2/21/2014,ALCOHOL INTOXICATION,No,Closed - Lexington Police Report,EAST HIGH STREET AND MARTIN LUTHER KING BLVD,38.04385,-84.497304,38.043850,-84.497304
Theft,20140446,02/20/2014 - 7:00pm,2/21/2014,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,LEXINGTON AVE & AVENUE OF CHAMPIONS,38.039562,-84.501724,38.039562,-84.501724
Alcohol Intoxication,20140451,02/21/2014 - 2:54pm,2/21/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Drug Violations,20140456,02/21/2014 - 11:15pm,2/21/2014,"FAILURE TO OR IMPROPER SIGNAL, POSS CONT SUB 3RD - DRUG UNSPECIFIED/M",No,Citation issued,ROSE ST SERVICE RD,38.040584,-84.503716,38.040584,-84.503716
Criminal Trespass,20140457,02/21/2014 - 11:20pm,2/21/2014,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,201405360,02/21/2014 - 2:15am,2/21/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,701 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Disorderly Conduct,201405445,02/21/2014 - 5:45pm,2/21/2014,DISORDERLY CONDUCT X7,No,Closed - Disciplinary Referral,301 HILLTOP AVE,38.033407,-84.50395,38.033407,-84.503950
Theft,CSA20140212,02/21/2014 - 11:00am,2/21/2014,TBUT FROM BUILDING,No,Closed - CSA,120 PATTERSON DR,38.038142,-84.503058,38.038142,-84.503058
Assault,CSA20140218,02/21/2014 - 3:45am,2/21/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Trespass,20140437,02/20/2014 - 12:15am,2/20/2014,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,101 AVENUE OF CHAMPIONS,38.041524,-84.503834,38.041524,-84.503834
DUI,20140438,02/20/2014 - 12:48am,2/20/2014,DISREGARDING TRAFFIC CONT DEV-TRAFFIC LIGHT; OPER MOTOR VEHICLE U/INFLU ALC/DRUGS/ETC..08(AGG CIRCUM) 1ST/M,No,Cleared By Arrest,AVENUE OF CHAMPIONS,38.039562,-84.501724,38.039562,-84.501724
Theft,20140440,02/11/2014 - 5:00pm,2/20/2014,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Assault,20140442,02/20/2014 - 12:45pm,2/20/2014,"ASSAULT 4TH (MINOR INJURY)/M, CRIMINAL MISCHIEF 3RD/M",No,Open,120 PATTERSON DR,38.038142,-84.503058,38.038142,-84.503058
Theft,20140445,02/20/2014 - 9:30pm,2/20/2014,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Open,401 HILLTOP AVE,38.032903,-84.501733,38.032903,-84.501733
Theft,201405274,02/20/2014 - 4:00pm,2/20/2014,TBUT FROM BUILDING,No,Closed - N/A,800 ROSE ST,38.03186,-84.508632,38.031860,-84.508632
Alcohol Intoxication,20140427,02/19/2014 - 1:25am,2/19/2014,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M, RESISTING ARREST/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,2014025597,02/16/2014 - 12:41am,2/19/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & AVENUE OF CHAMPIONS,38.041518,-84.503853,38.041518,-84.503853
Alcohol Intoxication,2014025618,02/16/2014 - 1:18am,2/19/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,1030 SOUTH BROADWAY,#N/A,#N/A,#N/A,#N/A
Drug Violations,2014025085,02/15/2014 - 4:06am,2/19/2014,"FAILURE TO ILLUMINATE HEADLAMPS, OPERATING ON SUSPENDED/REVOKED OPERATOR'S LICENSE, FAIL TO SURRENDER SUSP OF REVOKED CCDW LICENSE, POSS OF MARIJAUANA",No,Closed - Lexington Police Report,VIRGINIA AVE & EXPORT ST,38.036944,-84.513683,38.036944,-84.513683
Assault,CSA20140208,02/19/2014 - 7:30am,2/19/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140209,02/19/2014 - 7:11am,2/19/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Theft,20140435,02/19/2014 - 2:00pm,2/19/2014,THEFT BY DECEPTION-INCLUDING COLD CHECKS U/$500/M,No,Open,721 PRESS AVE,38.034823,-84.511749,38.034823,-84.511749
Harassing Communications,20140432,02/12/2014 - 12:00am,2/19/2014,HARASSING COMMUNICATIONS/M,No,Open,800 ROSE STREET,#N/A,#N/A,#N/A,#N/A
Theft,20140434,02/19/2014 - 8:00am,2/19/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Cleared By Arrest,1000 SOUTH LIMESTONE STREET,38.030065,-84.509419,38.030065,-84.509419
Criminal Mischief,20140436,02/19/2014 - 10:30am,2/19/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed,460 COOPER DRIVE,#N/A,#N/A,#N/A,#N/A
Assault,CSA20140213,02/19/2014 - 11:30am,2/19/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140214,02/19/2014 - 4:40pm,2/19/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140215,02/19/2014 - 5:45pm,2/19/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140216,02/19/2014 - 5:15pm,2/19/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20140217,02/19/2014 - 8:20pm,2/19/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140207,02/18/2014 - 8:29pm,2/18/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Receiving Stolen Property,2014025678,02/16/2014 - 12:00am,2/18/2014,"FLEEING POLICE 2ND ON FOOT/M, RECEIVING STOLEN PROPERTY U/10000/F, RECEIVING STOLEN PROPERTY U/500/M, POSSESSION OF BURGLARY TOOLS/M",No,Closed - Lexington Police Report,845 RED MILE RD,38.043891,-84.525186,38.043891,-84.525186
Theft,20140424,02/13/2014 - 9:00am,2/18/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,720 SPORTS CENTER DR,38.027044,-84.500178,38.027044,-84.500178
Drug Violations,20140426,02/18/2014 - 10:35pm,2/18/2014,DRUG PARAPHERNALIA - BUY/POSSESS/M X2; POSS OF MARIJUANA/M X2,Yes,Closed - Disciplinary Referral,121 CAMPUS DR,38.042006,-84.502332,38.042006,-84.502332
Drug Violations,20140425,02/18/2014 - 2:20pm,2/18/2014,POSS OF MARIJUANA/M,Yes,Citation issued,430 HILLTOP AVE,38.032231,-84.502664,38.032231,-84.502664
Assault,CSA20140210,02/18/2014 - 11:30am,2/18/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140211,02/18/2014 - 8:10pm,2/18/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,2014025449,02/15/2014 - 7:39pm,2/17/2014,DUI ALC/DRUGS/ECT 1ST OFFENSE/M,No,Closed - Lexington Police Report,EAST MAXWELL ST & STONE AVE,38.04048,-84.497974,38.040480,-84.497974
Assault,CSA20140203,02/17/2014 - 1:07am,2/17/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140204,02/17/2014 - 1:34am,2/17/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140205,02/17/2014 - 7:45am,2/17/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
All Other Offenses,20140025646,02/16/2014 - 12:00am,2/17/2014,MENACING/M,No,Closed - Lexington Police Report,1030 SOUTH BROADWAY,#N/A,#N/A,#N/A,#N/A
Theft,2014024716,02/10/2014 - 12:00am,2/17/2014,"TBUT OR DISP CONTENTS FROM VEHICLE U/$500/M, CRIMINAL MISCHIEF 3RD/M",No,Closed - Lexington Police Report,368 ROSE ST,38.038285,-84.498575,38.038285,-84.498575
Liquor Law Violation,CSA20140206,01/24/2014 - 10:30pm,2/17/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X6,Yes,Closed - Disciplinary Referral,758 WOODLAND AVE,38.029441,-84.502532,38.029441,-84.502532
Harassing Communications,20140419,02/16/2014 - 7:16am,2/17/2014,HARASSING COMMUNICATIONS/M,No,Closed,1210 UNIVERSITY DR,38.028496,-84.504769,38.028496,-84.504769
Alcohol Intoxication,20140407,02/16/2014 - 12:05am,2/16/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,MANCHESTER ST,38.054738,-84.514281,38.054738,-84.514281
DUI,20140408,02/16/2014 - 1:00am,2/16/2014,"FAILURE TO ILLUMINATE HEAD LAMPS, FAILURE TO WEAR SEAT BELTS, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 - 1ST OFF/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & PRALL ST,38.037721,-84.507256,38.037721,-84.507256
Assault,CSA20140198,02/16/2014 - 7:00am,2/16/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140199,02/16/2014 - 11:55am,2/16/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140200,02/16/2014 - 1:20pm,2/16/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140201,02/16/2014 - 2:25pm,2/16/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140202,02/16/2014 - 6:10pm,2/16/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Harassing Communications,20140412,02/16/2014 - 5:15pm,2/16/2014,HARASSING COMMUNICATIONS/M,No,Closed,770 WOODLAND AVE,38.031014,-84.50094,38.031014,-84.500940
Alcohol Intoxication,20140397,02/15/2014 - 1:13am,2/15/2014,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE), FAILURE TO GIVE RIGHT OF WAY TO EMERGENCY VEHICLE/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & WASHINGTON AVE,38.035715,-84.508033,38.035715,-84.508033
Drug Violations,20140398,02/14/2014 - 11:50pm,2/15/2014,POSS CONT SUB 1ST DEG 1ST OFF (HEROIN)/F,No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Criminal Mischief,20140399,02/15/2014 - 2:20am,2/15/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed,327 COLUMBIA TER,38.035227,-84.500974,38.035227,-84.500974
Alcohol Intoxication,20140402,02/15/2014 - 9:16pm,2/15/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,430 WEST VINE ST,#N/A,#N/A,#N/A,#N/A
Alcohol Intoxication,20140403,02/15/2014 - 9:23pm,2/15/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,430 WEST VINE ST,#N/A,#N/A,#N/A,#N/A
Assault,20140406,02/15/2014 - 10:35pm,2/15/2014,ASSAULT 4TH (NO VISIBLE INJURY)/M,No,Open,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
Assault,CSA20140195,02/15/2014 - 5:40am,2/15/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140196,02/15/2014 - 5:45am,2/15/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140197,02/15/2014 - 8:30am,2/15/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Alcohol Intoxication,20140380,02/14/2014 - 2:10am,2/14/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761,38.043064,-84.502761
Alcohol Intoxication,20140379,02/14/2014 - 2:10am,2/14/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,JERSEY ST & PINE ST,38.043064,-84.502761,38.043064,-84.502761
DUI,20140381,02/14/2014 - 2:38am,2/14/2014,"OPER MTR VEH U/INFLU ALC/DRUG/ETC .08 (AGG CIRCUM) 2ND/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, DISREGARDING STOP SIGN",No,Cleared By Arrest,ALUMNI DR & COLLEGE WAY,38.01747,-84.503931,38.017470,-84.503931
Robbery,2014023271,02/11/2014 - 6:55pm,2/14/2014,ROBBERY 1ST/F,No,Closed - Lexington Police Report,SOUTH MLK BLVD & EAST HIGH ST,38.04385,-84.497304,38.043850,-84.497304
Assault,CSA20140193,02/13/2014 - 11:05pm,2/14/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Drug Violations,20140387,02/14/2014 - 1:41pm,2/14/2014,"POSS OF MARIJUANA/M X2, DRUG PARAPHERNALIA - BUY/POSSESS/M X2",Yes,Citation issued,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
All Other Offenses,20140389,01/30/2014 - 9:37pm,2/14/2014,UNLAWFUL ACCESS TO COMPUTER 4TH DEGREE/M,Yes,Open,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Terroristic Threatening,CSA20140194,02/14/2014 - 1:43pm,2/14/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Trespass,20140373,02/13/2014 - 2:25am,2/13/2014,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Drug Violations,201404431,02/13/2014 - 1:13am,2/13/2014,POSSESSION OF MARIJUANA X4,No,Closed - Disciplinary Referral,310 SOUTH LIMESTONE ST,38.042101,-84.5007,38.042101,-84.500700
Alcohol Intoxication,2014022178,02/10/2014 - 4:45pm,2/13/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Closed - Lexington Police Report,SOUTH LIMESTONE ST & PRALL ST,38.037721,-84.507256,38.037721,-84.507256
Assault,CSA20140187,02/13/2014 - 5:30am,2/13/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140188,02/08/2014 - 11:00pm,2/13/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X 4,Yes,Closed - Disciplinary Referral,754 WOODLAND AVE,38.031067,-84.500869,38.031067,-84.500869
Liquor Law Violation,CSA20140189,02/08/2014 - 9:00pm,2/13/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X5,Yes,Closed - Disciplinary Referral,441 PENNSYLVANIA AVE,38.034095,-84.499495,38.034095,-84.499495
Alcohol Intoxication,20140376,02/13/2014 - 8:52pm,2/13/2014,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,SOUTH LIMESTONE ST & PINE ST,38.042646,-84.502291,38.042646,-84.502291
Theft,20140374,02/12/2014 - 11:00am,2/13/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,201 AVENUE OF CHAMPIONS,38.039567,-84.501706,38.039567,-84.501706
Terroristic Threatening,CSA20140190,02/13/2014 - 10:30am,2/13/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140191,02/13/2014 - 6:20pm,2/13/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140192,02/13/2014 - 8:35pm,2/13/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,2014021435,02/09/2014 - 12:00am,2/12/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed - Lexington Police Report,342 WALLER AVE,38.029187,-84.517715,38.029187,-84.517715
Theft,CSA20140181,02/12/2014 - 12:00am,2/12/2014,TBUT OR DISP FROM BUILDING,No,Closed - CSA,430 COMPLEX DR,38.029363,-84.505258,38.029363,-84.505258
Assault,CSA20140178,02/12/2014 - 3:08am,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140179,02/12/2014 - 3:30am,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140180,02/12/2014 - 3:45am,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
All Other Offenses,CSA20140182,02/10/2014 - 6:30pm,2/12/2014,STALKING,Yes,Closed - CSA,680 ROSE ST,38.033463,-84.505924,38.033463,-84.505924
Criminal Trespass,2014023595,02/12/2014 - 11:00pm,2/12/2014,CRIMINAL TRESPASSING 3RD,No,Closed - Lexington Police Report,357 SOUTH LIMESTONE STREET,#N/A,#N/A,#N/A,#N/A
Assault,CSA20140183,02/12/2014 - 5:17pm,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA2010184,02/12/2014 - 4:30pm,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140185,02/12/2014 - 5:45pm,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140186,02/12/2014 - 10:10pm,2/12/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20140169,02/11/2014 - 7:00am,2/11/2014,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140168,02/11/2014 - 2:50am,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140167,02/11/2014 - 12:04pm,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20140170,02/09/2014 - 2:08am,2/11/2014,CRIMINAL MISCHIEF,Yes,Closed - CSA,680 ROSE ST,38.033463,-84.505924,38.033463,-84.505924
Criminal Mischief,CSA20140171,02/07/2014 - 10:00pm,2/11/2014,CRIMINAL MISCHIEF,No,Closed - Disciplinary Referral,121 CAMPUS DR,38.042006,-84.502332,38.042006,-84.502332
Criminal Mischief,CSA20140172,02/10/2014 - 10:15am,2/11/2014,CRIMINAL MISCHIEF,Yes,Closed - Disciplinary Referral,695 WINNIE ST,38.036865,-84.511568,38.036865,-84.511568
Assault,CSA20140173,02/11/2014 - 9:35am,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140174,02/11/2014 - 1:30pm,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140175,02/11/2014 - 4:20pm,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Criminal Mischief,CSA20140176,02/11/2014 - 5:25pm,2/11/2014,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140177,02/11/2014 - 3:30pm,2/11/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,20140366,02/11/2014 - 9:30am,2/11/2014,ASSAULT 4TH (MINOR INJURY)/M,No,Open,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
DUI,20140352,02/10/2014 - 2:21am,2/10/2014,"RECKLESS DRIVING, FLEEING OR EVADING POLICE 2ND DEGREE (MOTOR VEHICLE)/M, RESISTING ARREST/M, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,SOUTH LIMESTONE ST & EAST MAXWELL ST,38.043396,-84.501279,38.043396,-84.501279
Terroristic Threatening,CSA20140156,02/10/2014 - 1:03am,2/10/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140154,02/10/2014 - 7:16am,2/10/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140155,02/10/2014 - 6:10am,2/10/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Terroristic Threatening,CSA20140153,02/09/2014 - 9:55pm,2/10/2014,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Assault,CSA20140152,02/09/2014 - 7:55pm,2/10/2014,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,38.084885,-84.497802,38.084885,-84.497802
Liquor Law Violation,CSA20140166,02/08/2014 - 10:00pm,2/10/2014,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X7,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,38.03108,-84.500905,38.031080,-84.500905
Criminal Mischief,20140354,02/10/2014 - 1:05pm,2/10/2014,CRIMINAL MISCHIEF 3RD/M,No,Closed,ADMINISTRATION DR,38.03889,-84.505289,38.038890,-84.505289
Theft,20140357,02/10/2014 - 2:30pm,2/10/2014,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,1000 SOUTH LIMESTONE ST,38.030065,-84.509419,38.030065,-84.509419
DUI,20140345,02/09/2014 - 3:03am,2/9/2014,"FAILURE TO WEAR SEAT BELTS, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,SOUTH UPPER ST & SCOTT ST,38.039645,-84.506703,38.039645,-84.506703
